Reclassified,Media Channel Off/On (copy),Media Channel (copy 2),Campaign (copy),Week Start,Date,Value
Trading,Online,Display - Affiperf,O2_JanSale_2016-12-22_2017-01-31_DIS_DRS_JS_GBR_72,Mondays,06/02/2017,9197
Trading,Online,Display - Affiperf,O2_JanSale_2016-12-22_2017-01-31_DIS_DRS_JS_GBR_72,Mondays,13/02/2017,1311
Trading,Online,Display - Affiperf,O2_JanSale_2016-12-22_2017-01-31_DIS_DRS_JS_GBR_72,Mondays,20/02/2017,0
Trading,Online,Display - Affiperf,O2_JanSale_20161222_20170131_DIS_DRS_GBR_72035_061,Mondays,16/01/2017,3555
Trading,Online,Display - Affiperf,O2_JanSale_20161222_20170131_DIS_DRS_GBR_72035_061,Mondays,23/01/2017,30273
Trading,Online,Display - Affiperf,O2_JanSale_20161222_20170131_DIS_DRS_GBR_72035_061,Mondays,30/01/2017,11400
Trading,Online,Display - Affiperf,O2_OnePlus3T_20170316_20170329_DIS_DRS_GBR_75497_0,Mondays,13/03/2017,2497
Trading,Online,Display - Affiperf,O2_OnePlus3T_20170316_20170329_DIS_DRS_GBR_75497_0,Mondays,20/03/2017,5329
Trading,Online,Display - Affiperf,O2_OnePlus3T_20170316_20170329_DIS_DRS_GBR_75497_0,Mondays,27/03/2017,2233
Trading,Online,Display - Affiperf,O2_OnePlus3T_20170316_20170329_DIS_DRS_GBR_75497_0,Mondays,03/04/2017,1
Trading,Online,Display - Affiperf,O2_OnePlus3T_20170331_20170430_DIS_DRS_GBR_75497_0,Mondays,03/04/2017,2399
Trading,Online,Display - Affiperf,O2_OnePlus3T_20170331_20170430_DIS_DRS_GBR_75497_0,Mondays,10/04/2017,4285
Trading,Online,Display - Affiperf,O2_PrecPlus_2016-09-28_2016-12-31_DIS_DRS_PREC_GBR,Mondays,30/01/2017,9125
Trading,Online,Display - Affiperf,O2_PrecPlus_2016-09-28_2016-12-31_DIS_DRS_PREC_GBR,Mondays,06/02/2017,14625
Trading,Online,Display - Affiperf,O2_PrecPlus_2016-09-28_2016-12-31_DIS_DRS_PREC_GBR,Mondays,13/02/2017,11848
Trading,Online,Display - Affiperf,O2_PrecPlus_2016-09-28_2016-12-31_DIS_DRS_PREC_GBR,Mondays,20/02/2017,15001
Trading,Online,Display - Affiperf,O2_PrecPlus_2016-09-28_2016-12-31_DIS_DRS_PREC_GBR,Mondays,27/02/2017,1931
Trading,Online,Display - Affiperf,O2_PrecPlus_2016-09-28_2016-12-31_DIS_DRS_PREC_GBR,Mondays,06/03/2017,2701
Trading,Online,Display - Affiperf,O2_PrecPlus_2016-09-28_2016-12-31_DIS_DRS_PREC_GBR,Mondays,13/03/2017,29122
Trading,Online,Display - Affiperf,O2_PrecPlus_2016-09-28_2016-12-31_DIS_DRS_PREC_GBR,Mondays,20/03/2017,41285
Trading,Online,Display - Affiperf,O2_PrecPlus_2016-09-28_2016-12-31_DIS_DRS_PREC_GBR,Mondays,27/03/2017,28933
Trading,Online,Display - Affiperf,O2_PrecPlus_2016-09-28_2016-12-31_DIS_DRS_PREC_GBR,Mondays,03/04/2017,12883
Trading,Online,Display - Affiperf,O2_PrecPlus_2016-09-28_2016-12-31_DIS_DRS_PREC_GBR,Mondays,10/04/2017,6051
Trading,Online,Display - Affiperf,O2_PrecProgPAYGHandsets_20170405_20181231_DIS_DRS_,Mondays,10/04/2017,0
Trading,Online,Display - Affiperf,O2_PrecProgPAYMHandsetsAndroid_DIS_DRS_GBR_76038,Mondays,10/04/2017,7591
Trading,Online,Display - Affiperf,O2_PrecProgPAYMHandsetsiPhone_DIS_DRS_GBR_76052,Mondays,03/04/2017,4887
Trading,Online,Display - Affiperf,O2_PrecProgPAYMHandsetsiPhone_DIS_DRS_GBR_76052,Mondays,10/04/2017,15454
Trading,Online,Display - Affiperf,O2_PrecProgPAYMSIM_20170227_20181231_DIS_GBR_74935,Mondays,06/03/2017,0
Trading,Online,Display - Affiperf,O2_PrecProgPAYMSIM_20170227_20181231_DIS_GBR_74935,Mondays,13/03/2017,0
Trading,Online,Display - Affiperf,O2_PrecProgPAYMSIM_20170227_20181231_DIS_GBR_74935,Mondays,20/03/2017,453
Trading,Online,Display - Affiperf,O2_PrecProgPAYMSIM_20170227_20181231_DIS_GBR_74935,Mondays,27/03/2017,11588
Trading,Online,Display - Affiperf,O2_PrecProgPAYMSIM_20170227_20181231_DIS_GBR_74935,Mondays,03/04/2017,18915
Trading,Online,Display - Affiperf,O2_PrecProgPAYMSIM_20170227_20181231_DIS_GBR_74935,Mondays,10/04/2017,15592
Trading,Online,Display - Affiperf,O2_PrecProgPAYMTablets_20170411_20181231_DIS_DRS_G,Mondays,10/04/2017,0
Trading,Online,Display - Affiperf,O2_PrecRTG2016_2016-04-06_2017-04-30_DIS_DRS_PREC_,Mondays,27/03/2017,90
Trading,Online,Display - Affiperf,O2_PrecRTG2016_2016-04-06_2017-04-30_DIS_DRS_PREC_,Mondays,03/04/2017,213
Trading,Online,Display - Affiperf,O2_PrecRTG2016_2016-04-06_2017-04-30_DIS_DRS_PREC_,Mondays,10/04/2017,169
Trading,Online,Display - Affiperf,O2_PrecRTG_2015-06-05_2015-12-31_DIS_DRS_PREC_GBR_,Mondays,30/01/2017,10
Trading,Online,Display - Affiperf,O2_PrecRTG_2015-06-05_2015-12-31_DIS_DRS_PREC_GBR_,Mondays,06/02/2017,15
Trading,Online,Display - Affiperf,O2_PrecRTG_2015-06-05_2015-12-31_DIS_DRS_PREC_GBR_,Mondays,13/02/2017,16
Trading,Online,Display - Affiperf,O2_PrecRTG_2015-06-05_2015-12-31_DIS_DRS_PREC_GBR_,Mondays,20/02/2017,13
Trading,Online,Display - Affiperf,O2_PrecRTG_2015-06-05_2015-12-31_DIS_DRS_PREC_GBR_,Mondays,27/02/2017,15
Trading,Online,Display - Affiperf,O2_PrecRTG_2015-06-05_2015-12-31_DIS_DRS_PREC_GBR_,Mondays,06/03/2017,13
Trading,Online,Display - Affiperf,O2_PrecRTG_2015-06-05_2015-12-31_DIS_DRS_PREC_GBR_,Mondays,13/03/2017,13
Trading,Online,Display - Affiperf,O2_PrecRTG_2015-06-05_2015-12-31_DIS_DRS_PREC_GBR_,Mondays,20/03/2017,11
Trading,Online,Display - Affiperf,O2_PrecRTG_2015-06-05_2015-12-31_DIS_DRS_PREC_GBR_,Mondays,27/03/2017,8
Trading,Online,Display - Affiperf,O2_PrecRTG_2015-06-05_2015-12-31_DIS_DRS_PREC_GBR_,Mondays,03/04/2017,5
Trading,Online,Display - Affiperf,O2_PrecRTG_2015-06-05_2015-12-31_DIS_DRS_PREC_GBR_,Mondays,10/04/2017,0
Trading,Online,Display - Affiperf,O2_PrecisionPlus_20160928_20161231_DIS_DRS_GBR_686,Mondays,16/01/2017,2458
Trading,Online,Display - Affiperf,O2_PrecisionPlus_20160928_20161231_DIS_DRS_GBR_686,Mondays,23/01/2017,15253
Trading,Online,Display - Affiperf,O2_PrecisionPlus_20160928_20161231_DIS_DRS_GBR_686,Mondays,30/01/2017,4519
Trading,Online,Display - Affiperf,O2_PrecisionRe-Targeting_20150605_20151231_DIS_DRS,Mondays,16/01/2017,2
Trading,Online,Display - Affiperf,O2_PrecisionRe-Targeting_20150605_20151231_DIS_DRS,Mondays,23/01/2017,13
Trading,Online,Display - Affiperf,O2_PrecisionRe-Targeting_20150605_20151231_DIS_DRS,Mondays,30/01/2017,4
Trading,Online,Display - Affiperf,O2_Q1FREESIM2016_20160101_20160330_DIS_DRS_FREESIM,Mondays,23/01/2017,0
Trading,Online,Display - Affiperf,O2_Q1PrecRTG17_2017-01-05_2017-12-31_DIS_DRS_Prec_,Mondays,30/01/2017,18902
Trading,Online,Display - Affiperf,O2_Q1PrecRTG17_2017-01-05_2017-12-31_DIS_DRS_Prec_,Mondays,06/02/2017,31909
Trading,Online,Display - Affiperf,O2_Q1PrecRTG17_2017-01-05_2017-12-31_DIS_DRS_Prec_,Mondays,13/02/2017,27265
Trading,Online,Display - Affiperf,O2_Q1PrecRTG17_2017-01-05_2017-12-31_DIS_DRS_Prec_,Mondays,20/02/2017,24836
Trading,Online,Display - Affiperf,O2_Q1PrecRTG17_2017-01-05_2017-12-31_DIS_DRS_Prec_,Mondays,27/02/2017,1931
Trading,Online,Display - Affiperf,O2_Q1PrecRTG17_2017-01-05_2017-12-31_DIS_DRS_Prec_,Mondays,06/03/2017,2701
Trading,Online,Display - Affiperf,O2_Q1PrecRTG17_2017-01-05_2017-12-31_DIS_DRS_Prec_,Mondays,13/03/2017,25029
Trading,Online,Display - Affiperf,O2_Q1PrecRTG17_2017-01-05_2017-12-31_DIS_DRS_Prec_,Mondays,20/03/2017,28122
Trading,Online,Display - Affiperf,O2_Q1PrecRTG17_2017-01-05_2017-12-31_DIS_DRS_Prec_,Mondays,27/03/2017,19261
Trading,Online,Display - Affiperf,O2_Q1PrecRTG17_2017-01-05_2017-12-31_DIS_DRS_Prec_,Mondays,03/04/2017,10280
Trading,Online,Display - Affiperf,O2_Q1PrecRTG17_2017-01-05_2017-12-31_DIS_DRS_Prec_,Mondays,10/04/2017,5610
Trading,Online,Display - Affiperf,O2_Q1PrecisionRTG2017_20170105_20171231_DIS_DRS_GB,Mondays,16/01/2017,4116
Trading,Online,Display - Affiperf,O2_Q1PrecisionRTG2017_20170105_20171231_DIS_DRS_GB,Mondays,23/01/2017,50247
Trading,Online,Display - Affiperf,O2_Q1PrecisionRTG2017_20170105_20171231_DIS_DRS_GB,Mondays,30/01/2017,20637
Trading,Online,Display - Affiperf,O2_Q1Simo17_2017-01-01_2017-04-30_DIS_DRS_Q1_GBR_7,Mondays,30/01/2017,18089
Trading,Online,Display - Affiperf,O2_Q1Simo17_2017-01-01_2017-04-30_DIS_DRS_Q1_GBR_7,Mondays,06/02/2017,13220
Trading,Online,Display - Affiperf,O2_Q1Simo17_2017-01-01_2017-04-30_DIS_DRS_Q1_GBR_7,Mondays,13/02/2017,12495
Trading,Online,Display - Affiperf,O2_Q1Simo17_2017-01-01_2017-04-30_DIS_DRS_Q1_GBR_7,Mondays,20/02/2017,8212
Trading,Online,Display - Affiperf,O2_Q1Simo17_2017-01-01_2017-04-30_DIS_DRS_Q1_GBR_7,Mondays,27/02/2017,1931
Trading,Online,Display - Affiperf,O2_Q1Simo17_2017-01-01_2017-04-30_DIS_DRS_Q1_GBR_7,Mondays,06/03/2017,2701
Trading,Online,Display - Affiperf,O2_Q1Simo17_2017-01-01_2017-04-30_DIS_DRS_Q1_GBR_7,Mondays,13/03/2017,8780
Trading,Online,Display - Affiperf,O2_Q1Simo17_2017-01-01_2017-04-30_DIS_DRS_Q1_GBR_7,Mondays,20/03/2017,8442
Trading,Online,Display - Affiperf,O2_Q1Simo17_2017-01-01_2017-04-30_DIS_DRS_Q1_GBR_7,Mondays,27/03/2017,8976
Trading,Online,Display - Affiperf,O2_Q1Simo17_2017-01-01_2017-04-30_DIS_DRS_Q1_GBR_7,Mondays,03/04/2017,12035
Trading,Online,Display - Affiperf,O2_Q1Simo17_2017-01-01_2017-04-30_DIS_DRS_Q1_GBR_7,Mondays,10/04/2017,8108
Trading,Online,Display - Affiperf,O2_Q1Simo2017_20170101_20170430_DIS_DRS_GBR_72021_,Mondays,16/01/2017,2865
Trading,Online,Display - Affiperf,O2_Q1Simo2017_20170101_20170430_DIS_DRS_GBR_72021_,Mondays,23/01/2017,19288
Trading,Online,Display - Affiperf,O2_Q1Simo2017_20170101_20170430_DIS_DRS_GBR_72021_,Mondays,30/01/2017,5358
Trading,Online,Display - Affiperf,O2_Q2PrecRTG16_2016-06-22_2016-12-31_DIS_DRS_PREC_,Mondays,30/01/2017,7752
Trading,Online,Display - Affiperf,O2_Q2PrecRTG16_2016-06-22_2016-12-31_DIS_DRS_PREC_,Mondays,06/02/2017,10804
Trading,Online,Display - Affiperf,O2_Q2PrecRTG16_2016-06-22_2016-12-31_DIS_DRS_PREC_,Mondays,13/02/2017,9981
Trading,Online,Display - Affiperf,O2_Q2PrecRTG16_2016-06-22_2016-12-31_DIS_DRS_PREC_,Mondays,20/02/2017,11231
Trading,Online,Display - Affiperf,O2_Q2PrecRTG16_2016-06-22_2016-12-31_DIS_DRS_PREC_,Mondays,27/02/2017,1931
Trading,Online,Display - Affiperf,O2_Q2PrecRTG16_2016-06-22_2016-12-31_DIS_DRS_PREC_,Mondays,06/03/2017,2701
Trading,Online,Display - Affiperf,O2_Q2PrecRTG16_2016-06-22_2016-12-31_DIS_DRS_PREC_,Mondays,13/03/2017,11522
Trading,Online,Display - Affiperf,O2_Q2PrecRTG16_2016-06-22_2016-12-31_DIS_DRS_PREC_,Mondays,20/03/2017,7674
Trading,Online,Display - Affiperf,O2_Q2PrecRTG16_2016-06-22_2016-12-31_DIS_DRS_PREC_,Mondays,27/03/2017,8186
Trading,Online,Display - Affiperf,O2_Q3PrecRTG_2016-07-05_2016-12-31_DIS_DRS_PREC_GB,Mondays,30/01/2017,3178
Trading,Online,Display - Affiperf,O2_Q3PrecRTG_2016-07-05_2016-12-31_DIS_DRS_PREC_GB,Mondays,06/02/2017,5010
Trading,Online,Display - Affiperf,O2_Q3PrecRTG_2016-07-05_2016-12-31_DIS_DRS_PREC_GB,Mondays,13/02/2017,4586
Trading,Online,Display - Affiperf,O2_Q3PrecRTG_2016-07-05_2016-12-31_DIS_DRS_PREC_GB,Mondays,20/02/2017,6862
Trading,Online,Display - Affiperf,O2_Q3PrecRTG_2016-07-05_2016-12-31_DIS_DRS_PREC_GB,Mondays,27/02/2017,4573
Trading,Online,Display - Affiperf,O2_Q3PrecRTG_2016-07-05_2016-12-31_DIS_DRS_PREC_GB,Mondays,06/03/2017,6577
Trading,Online,Display - Affiperf,O2_Q3PrecRTG_2016-07-05_2016-12-31_DIS_DRS_PREC_GB,Mondays,13/03/2017,6561
Trading,Online,Display - Affiperf,O2_Q3PrecRTG_2016-07-05_2016-12-31_DIS_DRS_PREC_GB,Mondays,20/03/2017,3988
Trading,Online,Display - Affiperf,O2_Q3PrecRTG_2016-07-05_2016-12-31_DIS_DRS_PREC_GB,Mondays,27/03/2017,2403
Trading,Online,Display - Affiperf,O2_Q3PrecRTG_2016-07-05_2016-12-31_DIS_DRS_PREC_GB,Mondays,03/04/2017,5262
Trading,Online,Display - Affiperf,O2_Q3PrecRTG_2016-07-05_2016-12-31_DIS_DRS_PREC_GB,Mondays,10/04/2017,3309
Trading,Online,Display - Affiperf,O2_Q3SIMO_2016-06-22_2016-09-30_DIS_DRS_SIMO_GBR_6,Mondays,30/01/2017,0
Trading,Online,Display - Affiperf,O2_Q3SIMO_2016-06-22_2016-09-30_DIS_DRS_SIMO_GBR_6,Mondays,06/02/2017,0
Trading,Online,Display - Affiperf,O2_Q4PrecRTG_2016-09-27_2017-12-31_DIS_DRS_PREC_GB,Mondays,30/01/2017,7727
Trading,Online,Display - Affiperf,O2_Q4PrecRTG_2016-09-27_2017-12-31_DIS_DRS_PREC_GB,Mondays,06/02/2017,11544
Trading,Online,Display - Affiperf,O2_Q4PrecRTG_2016-09-27_2017-12-31_DIS_DRS_PREC_GB,Mondays,13/02/2017,11652
Trading,Online,Display - Affiperf,O2_Q4PrecRTG_2016-09-27_2017-12-31_DIS_DRS_PREC_GB,Mondays,20/02/2017,13437
Trading,Online,Display - Affiperf,O2_Q4PrecRTG_2016-09-27_2017-12-31_DIS_DRS_PREC_GB,Mondays,27/02/2017,1931
Trading,Online,Display - Affiperf,O2_Q4PrecRTG_2016-09-27_2017-12-31_DIS_DRS_PREC_GB,Mondays,06/03/2017,2701
Trading,Online,Display - Affiperf,O2_Q4PrecRTG_2016-09-27_2017-12-31_DIS_DRS_PREC_GB,Mondays,13/03/2017,14338
Trading,Online,Display - Affiperf,O2_Q4PrecRTG_2016-09-27_2017-12-31_DIS_DRS_PREC_GB,Mondays,20/03/2017,11041
Trading,Online,Display - Affiperf,O2_Q4PrecRTG_2016-09-27_2017-12-31_DIS_DRS_PREC_GB,Mondays,27/03/2017,11007
Trading,Online,Display - Affiperf,O2_Q4PrecRTG_2016-09-27_2017-12-31_DIS_DRS_PREC_GB,Mondays,03/04/2017,18364
Trading,Online,Display - Affiperf,O2_Q4PrecRTG_2016-09-27_2017-12-31_DIS_DRS_PREC_GB,Mondays,10/04/2017,15252
Trading,Online,Display - Affiperf,O2_Q4PrecisionRTG_20160927_20171231_DIS_DRS_GBR_68,Mondays,16/01/2017,2616
Trading,Online,Display - Affiperf,O2_Q4PrecisionRTG_20160927_20171231_DIS_DRS_GBR_68,Mondays,23/01/2017,15165
Trading,Online,Display - Affiperf,O2_Q4PrecisionRTG_20160927_20171231_DIS_DRS_GBR_68,Mondays,30/01/2017,3457
Trading,Online,Display - Affiperf,O2_SIMOViewability_20170101_20170531_DIS_DRS_GBR_7,Mondays,27/02/2017,1931
Trading,Online,Display - Affiperf,O2_SIMOViewability_20170101_20170531_DIS_DRS_GBR_7,Mondays,06/03/2017,2701
Trading,Online,Display - Affiperf,O2_SIMOViewability_20170101_20170531_DIS_DRS_GBR_7,Mondays,13/03/2017,7575
Trading,Online,Display - Affiperf,O2_SIMOViewability_20170101_20170531_DIS_DRS_GBR_7,Mondays,20/03/2017,7000
Trading,Online,Display - Affiperf,O2_SIMOViewability_20170101_20170531_DIS_DRS_GBR_7,Mondays,27/03/2017,7196
Trading,Online,Display - Affiperf,O2_SIMOViewability_20170101_20170531_DIS_DRS_GBR_7,Mondays,03/04/2017,0
SMB,Online,Display - Affiperf,O2_SMBFlagships17_20170217_20170501_DIS_DRS_RTG_74,Mondays,20/02/2017,0
SMB,Online,Display - Affiperf,O2_SMBFlagships17_20170217_20170501_DIS_DRS_RTG_74,Mondays,27/02/2017,946
SMB,Online,Display - Affiperf,O2_SMBFlagships17_20170217_20170501_DIS_DRS_RTG_74,Mondays,06/03/2017,10773
SMB,Online,Display - Affiperf,O2_SMBFlagships17_20170217_20170501_DIS_DRS_RTG_74,Mondays,13/03/2017,4232
SMB,Online,Display - Affiperf,O2_SMBFlagships17_20170217_20170501_DIS_DRS_RTG_74,Mondays,20/03/2017,801
SMB,Online,Display - Affiperf,O2_SMBFlagships17_20170217_20170501_DIS_DRS_RTG_74,Mondays,27/03/2017,707
SMB,Online,Display - Affiperf,O2_SMBFlagships17_20170217_20170501_DIS_DRS_RTG_74,Mondays,03/04/2017,0
SMB,Online,Display - Affiperf,O2_SMBFlagships17_20170217_20170501_DIS_DRS_RTG_74,Mondays,10/04/2017,0
SMB,Online,Display - Affiperf,O2_SMBJanSale_2016-12-22_2017-01-31_DIS_DRS_GBR_72,Mondays,30/01/2017,0
SMB,Online,Display - Affiperf,O2_SMBJanSale_2016-12-22_2017-01-31_DIS_DRS_GBR_72,Mondays,06/02/2017,0
SMB,Online,Display - Affiperf,O2_SMBJanSale_2016-12-22_2017-01-31_DIS_DRS_GBR_72,Mondays,13/02/2017,0
SMB,Online,Display - Affiperf,O2_SMBJanSale_20161222_20170131_DIS_DRS_GBR_72143_,Mondays,16/01/2017,1498
SMB,Online,Display - Affiperf,O2_SMBJanSale_20161222_20170131_DIS_DRS_GBR_72143_,Mondays,23/01/2017,4213
SMB,Online,Display - Affiperf,O2_SMBJanSale_20161222_20170131_DIS_DRS_GBR_72143_,Mondays,30/01/2017,417
Trading,Online,Display - Affiperf,O2_SamsungASeries_20170203_20170228_DIS_DRS_GBR_73,Mondays,30/01/2017,1855
Trading,Online,Display - Affiperf,O2_SamsungASeries_20170203_20170228_DIS_DRS_GBR_73,Mondays,06/02/2017,10784
Trading,Online,Display - Affiperf,O2_SamsungASeries_20170203_20170228_DIS_DRS_GBR_73,Mondays,13/02/2017,15687
Trading,Online,Display - Affiperf,O2_SamsungASeries_20170203_20170228_DIS_DRS_GBR_73,Mondays,20/02/2017,15918
Trading,Online,Display - Affiperf,O2_SamsungASeries_20170203_20170228_DIS_DRS_GBR_73,Mondays,27/02/2017,2472
Trading,Online,Display - Affiperf,O2_SamsungASeries_20170203_20170228_DIS_DRS_GBR_73,Mondays,06/03/2017,0
Trading,Online,Display - Affiperf,O2_SamsungDream_20170321_20170328_DIS_DRS_GBR_7566,Mondays,13/03/2017,0
Trading,Online,Display - Affiperf,O2_SamsungDream_20170321_20170328_DIS_DRS_GBR_7566,Mondays,20/03/2017,6620
Trading,Online,Display - Affiperf,O2_SamsungDream_20170321_20170328_DIS_DRS_GBR_7566,Mondays,27/03/2017,25234
Trading,Online,Display - Affiperf,O2_SamsungDream_20170321_20170328_DIS_DRS_GBR_7566,Mondays,03/04/2017,17157
Trading,Online,Display - Affiperf,O2_SamsungDream_20170321_20170328_DIS_DRS_GBR_7566,Mondays,10/04/2017,11885
Trading,Online,Display - Affiperf,O2_SonyBATB_20170307_20170322_DIS_DRS_GBR_75274_06,Mondays,06/03/2017,1992
Trading,Online,Display - Affiperf,O2_SonyBATB_20170307_20170322_DIS_DRS_GBR_75274_06,Mondays,13/03/2017,18229
Trading,Online,Display - Affiperf,O2_SonyBATB_20170307_20170322_DIS_DRS_GBR_75274_06,Mondays,20/03/2017,15565
Trading,Online,Display - Affiperf,O2_SonyBATB_20170307_20170322_DIS_DRS_GBR_75274_06,Mondays,27/03/2017,0
Trading,Online,Display - Affiperf,O2_SonyBATB_20170307_20170322_DIS_DRS_GBR_75274_06,Mondays,03/04/2017,0
Trading,Online,Display - Affiperf,O2_SonyBATB_20170307_20170322_DIS_DRS_GBR_75274_06,Mondays,10/04/2017,0
Trading,Online,Display - Affiperf,O2_SpeedtoRefresh_20170223_20170721_DIS_DRS_GBR_74,Mondays,20/02/2017,116
Trading,Online,Display - Affiperf,O2_SpeedtoRefresh_20170223_20170721_DIS_DRS_GBR_74,Mondays,27/02/2017,106
Trading,Online,Display - Affiperf,O2_SpeedtoRefresh_20170223_20170721_DIS_DRS_GBR_74,Mondays,06/03/2017,82
Trading,Online,Display - Affiperf,O2_SpeedtoRefresh_20170223_20170721_DIS_DRS_GBR_74,Mondays,13/03/2017,82
Trading,Online,Display - Affiperf,O2_SpeedtoRefresh_20170223_20170721_DIS_DRS_GBR_74,Mondays,20/03/2017,80
Trading,Online,Display - Affiperf,O2_SpeedtoRefresh_20170223_20170721_DIS_DRS_GBR_74,Mondays,27/03/2017,94
Trading,Online,Display - Affiperf,O2_SpeedtoRefresh_20170223_20170721_DIS_DRS_GBR_74,Mondays,03/04/2017,96
Trading,Online,Display - Affiperf,O2_SpeedtoRefresh_20170223_20170721_DIS_DRS_GBR_74,Mondays,10/04/2017,56
Trading,Online,Paid Search,Connected Devices,Mondays,16/01/2017,70
Trading,Online,Paid Search,Connected Devices,Mondays,23/01/2017,557
Trading,Online,Paid Search,Connected Devices,Mondays,30/01/2017,369
Trading,Online,Paid Search,FreeSim,Mondays,16/01/2017,1983
Trading,Online,Paid Search,FreeSim,Mondays,23/01/2017,30683
Trading,Online,Paid Search,FreeSim,Mondays,30/01/2017,33458
Trading,Online,Paid Search,FreeSim,Mondays,06/02/2017,32873
Trading,Online,Paid Search,FreeSim,Mondays,13/02/2017,34684
Trading,Online,Paid Search,FreeSim,Mondays,20/02/2017,29992
Trading,Online,Paid Search,FreeSim,Mondays,27/02/2017,35508
Trading,Online,Paid Search,FreeSim,Mondays,06/03/2017,28386
Trading,Online,Paid Search,FreeSim,Mondays,13/03/2017,31866
Trading,Online,Paid Search,FreeSim,Mondays,20/03/2017,35455
Trading,Online,Paid Search,FreeSim,Mondays,27/03/2017,44495
Trading,Online,Paid Search,FreeSim,Mondays,03/04/2017,28294
Trading,Online,Paid Search,FreeSim,Mondays,10/04/2017,26686
Trading,Online,Paid Search,International SIM,Mondays,16/01/2017,62
Trading,Online,Paid Search,International SIM,Mondays,23/01/2017,509
Trading,Online,Paid Search,International SIM,Mondays,30/01/2017,609
Trading,Online,Paid Search,International SIM,Mondays,06/02/2017,616
Trading,Online,Paid Search,International SIM,Mondays,13/02/2017,597
Trading,Online,Paid Search,International SIM,Mondays,20/02/2017,825
Trading,Online,Paid Search,International SIM,Mondays,27/02/2017,992
Trading,Online,Paid Search,International SIM,Mondays,06/03/2017,759
Trading,Online,Paid Search,International SIM,Mondays,13/03/2017,862
Trading,Online,Paid Search,International SIM,Mondays,20/03/2017,824
Trading,Online,Paid Search,International SIM,Mondays,27/03/2017,896
Trading,Online,Paid Search,International SIM,Mondays,03/04/2017,692
Trading,Online,Paid Search,International SIM,Mondays,10/04/2017,625
Trading,Online,Paid Search,N/A,Mondays,16/01/2017,161
Trading,Online,Paid Search,N/A,Mondays,23/01/2017,1119
Trading,Online,Paid Search,N/A,Mondays,30/01/2017,1154
Trading,Online,Paid Search,N/A,Mondays,06/02/2017,1078
Trading,Online,Paid Search,N/A,Mondays,13/02/2017,693
Trading,Online,Paid Search,N/A,Mondays,20/02/2017,989
Trading,Online,Paid Search,N/A,Mondays,27/02/2017,1763
Trading,Online,Paid Search,N/A,Mondays,06/03/2017,1384
Trading,Online,Paid Search,N/A,Mondays,13/03/2017,1307
Trading,Online,Paid Search,N/A,Mondays,20/03/2017,1152
Trading,Online,Paid Search,N/A,Mondays,27/03/2017,330
Trading,Online,Paid Search,N/A,Mondays,03/04/2017,326
Trading,Online,Paid Search,N/A,Mondays,10/04/2017,286
Trading,Online,Paid Search,Pay Monthly Handsets,Mondays,16/01/2017,11139
Trading,Online,Paid Search,Pay Monthly Handsets,Mondays,23/01/2017,105494
Trading,Online,Paid Search,Pay Monthly Handsets,Mondays,30/01/2017,109204
Trading,Online,Paid Search,Pay Monthly Handsets,Mondays,06/02/2017,91192
Trading,Online,Paid Search,Pay Monthly Handsets,Mondays,13/02/2017,116926
Trading,Online,Paid Search,Pay Monthly Handsets,Mondays,20/02/2017,118820
Trading,Online,Paid Search,Pay Monthly Handsets,Mondays,27/02/2017,137922
Trading,Online,Paid Search,Pay Monthly Handsets,Mondays,06/03/2017,110577
Trading,Online,Paid Search,Pay Monthly Handsets,Mondays,13/03/2017,137338
Trading,Online,Paid Search,Pay Monthly Handsets,Mondays,20/03/2017,102466
Trading,Online,Paid Search,Pay Monthly Handsets,Mondays,27/03/2017,264816
Trading,Online,Paid Search,Pay Monthly Handsets,Mondays,03/04/2017,200889
Trading,Online,Paid Search,Pay Monthly Handsets,Mondays,10/04/2017,102436
Trading,Online,Paid Search,SIMO,Mondays,16/01/2017,3650
Trading,Online,Paid Search,SIMO,Mondays,23/01/2017,20429
Trading,Online,Paid Search,SIMO,Mondays,30/01/2017,19810
Trading,Online,Paid Search,SIMO,Mondays,06/02/2017,29420
Trading,Online,Paid Search,SIMO,Mondays,13/02/2017,34622
Trading,Online,Paid Search,SIMO,Mondays,20/02/2017,31332
Trading,Online,Paid Search,SIMO,Mondays,27/02/2017,42066
Trading,Online,Paid Search,SIMO,Mondays,06/03/2017,42631
Trading,Online,Paid Search,SIMO,Mondays,13/03/2017,53912
Trading,Online,Paid Search,SIMO,Mondays,20/03/2017,43309
Trading,Online,Paid Search,SIMO,Mondays,27/03/2017,32200
Trading,Online,Paid Search,SIMO,Mondays,03/04/2017,30204
Trading,Online,Paid Search,SIMO,Mondays,10/04/2017,34314
Trading,Online,Paid Search,SMB,Mondays,16/01/2017,514
Trading,Online,Paid Search,SMB,Mondays,23/01/2017,5679
Trading,Online,Paid Search,SMB,Mondays,30/01/2017,6178
Trading,Online,Paid Search,SMB,Mondays,06/02/2017,7095
Trading,Online,Paid Search,SMB,Mondays,13/02/2017,5796
Trading,Online,Paid Search,SMB,Mondays,20/02/2017,6129
Trading,Online,Paid Search,SMB,Mondays,27/02/2017,8696
Trading,Online,Paid Search,SMB,Mondays,06/03/2017,7441
Trading,Online,Paid Search,SMB,Mondays,13/03/2017,6623
Trading,Online,Paid Search,SMB,Mondays,20/03/2017,6941
Trading,Online,Paid Search,SMB,Mondays,27/03/2017,7329
